lsoa_code,borough,major_category,minor_category,value,year,month
E01004757,Westminster,Sexual Offences,Other Sexual,0,2012,7
E01002336,Havering,Burglary,Burglary in a Dwelling,1,2010,8
E01003126,Lambeth,Theft and Handling,Theft From Shops,2,2009,5
E01002044,Haringey,Violence Against the Person,Offensive Weapon,0,2009,8
E01000178,Barnet,Drugs,Possession Of Drugs,0,2009,6
E01003916,Southwark,Other Notifiable Offences,Other Notifiable,0,2013,6
E01004610,Wandsworth,Violence Against the Person,Wounding/GBH,0,2009,8
E01002777,Islington,Violence Against the Person,Other violence,0,2013,3
E01001482,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,4
E01002960,Kingston upon Thames,Other Notifiable Offences,Going Equipped,0,2015,12
E01001860,Hammersmith and Fulham,Theft and Handling,Theft From Shops,3,2014,2
E01004365,Waltham Forest,Drugs,Drug Trafficking,0,2013,11
E01000603,Brent,Other Notifiable Offences,Other Notifiable,0,2016,4
E01001266,Ealing,Drugs,Drug Trafficking,0,2010,1
E01002300,Havering,Robbery,Personal Property,0,2012,3
E01002847,Kensington and Chelsea,Theft and Handling,Theft From Shops,0,2013,6
E01002367,Havering,Other Notifiable Offences,Other Notifiable,0,2016,6
E01002297,Havering,Violence Against the Person,Other violence,0,2009,2
E01003304,Lewisham,Fraud or Forgery,Counted per Victim,0,2014,12
E01004627,Wandsworth,Theft and Handling,Other Theft Person,1,2012,8
E01001791,Hackney,Theft and Handling,Other Theft Person,0,2008,8
E01002696,Islington,Criminal Damage,Criminal Damage To Dwelling,1,2008,12
E01003713,Redbridge,Burglary,Burglary in a Dwelling,1,2011,5
E01001499,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,5
E01002310,Havering,Violence Against the Person,Wounding/GBH,0,2008,9
E01000077,Barking and Dagenham,Theft and Handling,Other Theft Person,0,2011,1
E01000684,Bromley,Theft and Handling,Other Theft,0,2012,3
E01004033,Southwark,Violence Against the Person,Offensive Weapon,0,2008,10
E01004121,Sutton,Criminal Damage,Other Criminal Damage,0,2010,12
E01001938,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2015,8
E01001775,Hackney,Violence Against the Person,Assault with Injury,2,2015,5
E01001830,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2009,12
E01003328,Lewisham,Theft and Handling,Handling Stolen Goods,0,2010,6
E01002426,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2013,11
E01004182,Sutton,Criminal Damage,Criminal Damage To Dwelling,1,2012,8
E01001839,Hackney,Violence Against the Person,Offensive Weapon,0,2015,9
E01003013,Lambeth,Fraud or Forgery,Counted per Victim,0,2010,9
E01000807,Bromley,Fraud or Forgery,Other Fraud & Forgery,0,2012,10
E01004739,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2012,8
E01004740,Westminster,Sexual Offences,Rape,0,2010,10
E01002290,Havering,Violence Against the Person,Wounding/GBH,0,2010,10
E01000513,Brent,Robbery,Business Property,0,2010,10
E01001486,Enfield,Theft and Handling,Theft From Motor Vehicle,2,2015,10
E01000516,Brent,Criminal Damage,Other Criminal Damage,0,2011,7
E01002005,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2009,2
E01000343,Bexley,Violence Against the Person,Harassment,0,2009,2
E01002724,Islington,Burglary,Burglary in Other Buildings,1,2016,7
E01001011,Croydon,Robbery,Personal Property,1,2008,1
E01004544,Wandsworth,Violence Against the Person,Other violence,0,2014,6
E01000568,Brent,Drugs,Possession Of Drugs,1,2011,7
E01002835,Kensington and Chelsea,Theft and Handling,Other Theft,7,2016,1
E01003407,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,5
E01003995,Southwark,Theft and Handling,Theft From Motor Vehicle,0,2011,10
E01001285,Ealing,Violence Against the Person,Wounding/GBH,0,2014,3
E01000868,Camden,Drugs,Possession Of Drugs,0,2008,10
E01033732,Greenwich,Criminal Damage,Other Criminal Damage,1,2013,10
E01003141,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2009,6
E01003112,Lambeth,Drugs,Drug Trafficking,0,2015,5
E01002359,Havering,Other Notifiable Offences,Other Notifiable,0,2010,10
E01001867,Hammersmith and Fulham,Theft and Handling,Theft/Taking of Pedal Cycle,1,2014,6
E01000205,Barnet,Theft and Handling,Handling Stolen Goods,0,2009,8
E01003485,Newham,Theft and Handling,Other Theft,0,2015,6
E01001046,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,10
E01002426,Hillingdon,Violence Against the Person,Wounding/GBH,0,2016,9
E01003980,Southwark,Criminal Damage,Criminal Damage To Dwelling,0,2012,1
E01001312,Ealing,Burglary,Burglary in Other Buildings,0,2016,5
E01001348,Ealing,Violence Against the Person,Harassment,1,2008,12
E01003438,Merton,Theft and Handling,Handling Stolen Goods,0,2009,8
E01004485,Wandsworth,Violence Against the Person,Harassment,0,2016,4
E01004134,Sutton,Robbery,Personal Property,0,2009,5
E01002785,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2012,2
E01001656,Greenwich,Criminal Damage,Criminal Damage To Other Building,0,2008,4
E01003518,Newham,Theft and Handling,Theft From Shops,0,2014,1
E01001547,Enfield,Theft and Handling,Handling Stolen Goods,0,2010,8
E01001979,Haringey,Theft and Handling,Handling Stolen Goods,0,2015,12
E01004232,Tower Hamlets,Robbery,Personal Property,0,2013,8
E01002782,Islington,Sexual Offences,Other Sexual,0,2010,9
E01000798,Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,1,2010,1
E01002925,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,0,2009,12
E01003174,Lambeth,Criminal Damage,Other Criminal Damage,1,2008,8
E01001100,Croydon,Violence Against the Person,Wounding/GBH,0,2016,6
E01002061,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2009,7
E01001458,Enfield,Drugs,Other Drugs,0,2014,6
E01000094,Barking and Dagenham,Theft and Handling,Other Theft,2,2014,2
E01032562,Bromley,Criminal Damage,Other Criminal Damage,0,2015,12
E01003206,Lewisham,Theft and Handling,Other Theft Person,0,2014,4
E01000019,Barking and Dagenham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,3
E01003524,Newham,Violence Against the Person,Common Assault,0,2009,10
E01004212,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2010,6
E01002768,Islington,Other Notifiable Offences,Other Notifiable,1,2011,4
E01004590,Wandsworth,Violence Against the Person,Assault with Injury,0,2014,9
E01000132,Barnet,Drugs,Possession Of Drugs,0,2012,7
E01002886,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,7
E01000969,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,1,2009,8
E01004063,Southwark,Theft and Handling,Handling Stolen Goods,0,2015,3
E01000812,Bromley,Drugs,Possession Of Drugs,1,2016,1
E01002553,Hillingdon,Burglary,Burglary in Other Buildings,0,2016,12
E01004586,Wandsworth,Burglary,Burglary in Other Buildings,0,2015,3
E01000011,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,0,2015,4
E01000009,Barking and Dagenham,Theft and Handling,Handling Stolen Goods,0,2013,1
E01004616,Wandsworth,Criminal Damage,Other Criminal Damage,0,2009,3
E01000327,Bexley,Robbery,Personal Property,0,2008,9
E01003862,Richmond upon Thames,Violence Against the Person,Offensive Weapon,0,2014,11
E01004035,Southwark,Robbery,Business Property,0,2008,6
E01002458,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,2
E01002268,Havering,Violence Against the Person,Wounding/GBH,0,2009,9
E01001916,Hammersmith and Fulham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,5
E01002400,Hillingdon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,4
E01002686,Hounslow,Violence Against the Person,Assault with Injury,2,2009,2
E01002485,Hillingdon,Violence Against the Person,Wounding/GBH,0,2016,1
E01002383,Havering,Burglary,Burglary in Other Buildings,0,2012,2
E01000371,Bexley,Burglary,Burglary in Other Buildings,0,2015,8
E01003974,Southwark,Theft and Handling,Other Theft,0,2013,8
E01003578,Newham,Theft and Handling,Other Theft Person,1,2009,9
E01004075,Southwark,Drugs,Drug Trafficking,0,2010,12
E01004292,Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,0,2013,1
E01001584,Greenwich,Theft and Handling,Other Theft Person,0,2016,4
E01004562,Wandsworth,Criminal Damage,Other Criminal Damage,0,2008,3
E01003541,Newham,Drugs,Drug Trafficking,0,2008,1
E01004263,Tower Hamlets,Violence Against the Person,Harassment,1,2016,10
E01000127,Barnet,Robbery,Business Property,0,2010,10
E01002753,Islington,Theft and Handling,Other Theft Person,1,2008,8
E01001393,Enfield,Robbery,Business Property,0,2011,2
E01000006,Barking and Dagenham,Violence Against the Person,Offensive Weapon,0,2009,6
E01002234,Harrow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,7
E01001856,Hammersmith and Fulham,Other Notifiable Offences,Going Equipped,0,2016,8
E01004350,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2009,1
E01001972,Haringey,Criminal Damage,Other Criminal Damage,0,2010,1
E01004559,Wandsworth,Burglary,Burglary in a Dwelling,1,2011,3
E01000814,Bromley,Theft and Handling,Other Theft,2,2013,5
E01000789,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,3,2008,1
E01000018,Barking and Dagenham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,6
E01003494,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,7
E01004068,Southwark,Drugs,Drug Trafficking,0,2010,5
E01003179,Lambeth,Violence Against the Person,Murder,0,2013,7
E01003524,Newham,Theft and Handling,Other Theft,1,2008,6
E01003555,Newham,Burglary,Burglary in a Dwelling,0,2008,9
E01002421,Hillingdon,Violence Against the Person,Offensive Weapon,0,2013,7
E01000970,Camden,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,4
E01002583,Hounslow,Violence Against the Person,Other violence,0,2011,5
E01000955,Camden,Theft and Handling,Theft From Motor Vehicle,1,2011,7
E01002408,Hillingdon,Theft and Handling,Theft From Shops,0,2013,12
E01001450,Enfield,Fraud or Forgery,Other Fraud & Forgery,0,2010,12
E01002552,Hillingdon,Violence Against the Person,Offensive Weapon,0,2008,10
E01003084,Lambeth,Drugs,Possession Of Drugs,0,2014,5
E01001109,Croydon,Violence Against the Person,Assault with Injury,0,2013,6
E01002026,Haringey,Violence Against the Person,Harassment,4,2013,5
E01003749,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,3
E01001408,Enfield,Violence Against the Person,Common Assault,0,2011,8
E01000281,Barnet,Violence Against the Person,Wounding/GBH,0,2010,5
E01000740,Bromley,Robbery,Personal Property,3,2008,10
E01002424,Hillingdon,Violence Against the Person,Wounding/GBH,1,2015,6
E01003448,Merton,Theft and Handling,Other Theft Person,0,2014,5
E01004010,Southwark,Violence Against the Person,Offensive Weapon,0,2016,8
E01002703,Islington,Theft and Handling,Handling Stolen Goods,0,2016,11
E01002576,Hounslow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,8
E01000722,Bromley,Theft and Handling,Other Theft Person,0,2010,2
E01002226,Harrow,Burglary,Burglary in a Dwelling,3,2008,12
E01001786,Hackney,Violence Against the Person,Harassment,2,2008,10
E01000656,Bromley,Robbery,Personal Property,0,2015,3
E01003230,Lewisham,Violence Against the Person,Harassment,2,2015,3
E01001292,Ealing,Violence Against the Person,Other violence,0,2012,8
E01000611,Brent,Violence Against the Person,Harassment,0,2013,1
E01002640,Hounslow,Violence Against the Person,Other violence,0,2014,2
E01002649,Hounslow,Theft and Handling,Other Theft Person,0,2010,12
E01032575,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2011,10
E01003621,Newham,Theft and Handling,Other Theft,1,2013,6
E01002323,Havering,Robbery,Personal Property,0,2011,4
E01004670,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,10
E01033583,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,10
E01003589,Newham,Violence Against the Person,Common Assault,0,2011,9
E01002576,Hounslow,Violence Against the Person,Other violence,0,2015,11
E01002331,Havering,Theft and Handling,Other Theft,0,2008,9
E01033587,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,4,2015,6
E01003525,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,2,2009,2
E01003897,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,1,2014,5
E01032582,Lambeth,Theft and Handling,Other Theft Person,10,2015,4
E01000458,Bexley,Violence Against the Person,Harassment,0,2008,8
E01001876,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,2,2012,11
E01001926,Hammersmith and Fulham,Theft and Handling,Theft/Taking of Pedal Cycle,1,2008,8
E01000179,Barnet,Violence Against the Person,Other violence,0,2009,1
E01001208,Ealing,Theft and Handling,Other Theft Person,0,2015,8
E01001085,Croydon,Violence Against the Person,Other violence,0,2014,12
E01003081,Lambeth,Violence Against the Person,Harassment,2,2016,8
E01002062,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,6
E01003796,Redbridge,Burglary,Burglary in Other Buildings,2,2012,5
E01001499,Enfield,Violence Against the Person,Other violence,0,2016,9
E01001846,Hackney,Violence Against the Person,Harassment,0,2015,3
E01001428,Enfield,Violence Against the Person,Common Assault,1,2008,1
E01002142,Harrow,Burglary,Burglary in a Dwelling,1,2010,5
E01001586,Greenwich,Criminal Damage,Criminal Damage To Other Building,0,2015,1
E01004542,Wandsworth,Theft and Handling,Other Theft Person,0,2013,8
E01002707,Islington,Violence Against the Person,Common Assault,0,2010,11
E01003856,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,7
E01004238,Tower Hamlets,Violence Against the Person,Harassment,2,2015,11
E01002034,Haringey,Violence Against the Person,Assault with Injury,2,2008,10
E01000535,Brent,Theft and Handling,Other Theft Person,0,2009,10
E01004516,Wandsworth,Violence Against the Person,Wounding/GBH,0,2009,4
E01004069,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2012,8
E01003098,Lambeth,Drugs,Possession Of Drugs,1,2013,9
E01001746,Hackney,Theft and Handling,Other Theft Person,1,2009,5
E01003743,Redbridge,Other Notifiable Offences,Going Equipped,0,2015,9
E01000815,Bromley,Criminal Damage,Other Criminal Damage,0,2011,10
E01002391,Havering,Violence Against the Person,Offensive Weapon,0,2016,11
E01001040,Croydon,Theft and Handling,Other Theft Person,0,2016,2
E01002038,Haringey,Burglary,Burglary in Other Buildings,1,2013,4
E01000889,Camden,Drugs,Other Drugs,0,2011,4
E01003165,Lambeth,Theft and Handling,Theft From Shops,0,2014,10
E01000191,Barnet,Criminal Damage,Criminal Damage To Other Building,0,2008,4
E01003146,Lambeth,Robbery,Business Property,0,2009,3
E01003465,Merton,Violence Against the Person,Harassment,0,2015,5
E01004177,Sutton,Criminal Damage,Criminal Damage To Dwelling,1,2012,10
E01003776,Redbridge,Violence Against the Person,Common Assault,0,2008,4
E01002862,Kensington and Chelsea,Theft and Handling,Other Theft,1,2009,1
E01002668,Hounslow,Violence Against the Person,Assault with Injury,2,2010,6
E01001605,Greenwich,Violence Against the Person,Offensive Weapon,0,2016,3
E01002753,Islington,Violence Against the Person,Offensive Weapon,0,2013,3
E01004389,Waltham Forest,Theft and Handling,Handling Stolen Goods,0,2014,10
E01003980,Southwark,Theft and Handling,Other Theft,0,2014,2
E01003812,Richmond upon Thames,Violence Against the Person,Harassment,0,2010,4
E01004137,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,1
E01000585,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,1,2014,5
E01004371,Waltham Forest,Drugs,Drug Trafficking,0,2012,5
E01002713,Islington,Criminal Damage,Criminal Damage To Dwelling,0,2008,4
E01001117,Croydon,Other Notifiable Offences,Other Notifiable,1,2011,9
E01004440,Waltham Forest,Violence Against the Person,Common Assault,1,2014,4
E01000156,Barnet,Burglary,Burglary in a Dwelling,1,2015,8
E01000670,Bromley,Fraud or Forgery,Other Fraud & Forgery,0,2009,12
E01004608,Wandsworth,Other Notifiable Offences,Going Equipped,0,2016,2
E01001250,Ealing,Criminal Damage,Other Criminal Damage,1,2014,5
E01033586,Newham,Theft and Handling,Other Theft,0,2008,7
E01000273,Barnet,Theft and Handling,Other Theft Person,0,2013,2
E01033739,Greenwich,Criminal Damage,Criminal Damage To Dwelling,0,2016,10
E01002451,Hillingdon,Theft and Handling,Other Theft Person,0,2010,2
E01001124,Croydon,Other Notifiable Offences,Other Notifiable,0,2016,2
E01000898,Camden,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,7
E01002412,Hillingdon,Theft and Handling,Theft From Motor Vehicle,3,2011,12
E01002418,Hillingdon,Criminal Damage,Other Criminal Damage,0,2008,1
E01002550,Hillingdon,Robbery,Business Property,0,2011,2
E01004615,Wandsworth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,2
E01004330,Waltham Forest,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,6
E01004012,Southwark,Other Notifiable Offences,Other Notifiable,0,2014,6
E01000015,Barking and Dagenham,Violence Against the Person,Common Assault,2,2009,5
E01002349,Havering,Drugs,Possession Of Drugs,0,2012,5
E01002120,Harrow,Drugs,Possession Of Drugs,0,2013,2
E01000974,Camden,Theft and Handling,Theft From Shops,1,2014,5
E01000400,Bexley,Criminal Damage,Criminal Damage To Dwelling,1,2010,9
E01002589,Hounslow,Violence Against the Person,Harassment,0,2010,5
E01004569,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,9
E01002168,Harrow,Violence Against the Person,Harassment,2,2011,12
E01003435,Merton,Violence Against the Person,Harassment,1,2015,6
E01002920,Kingston upon Thames,Robbery,Business Property,0,2009,3
E01001694,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,4
E01000109,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,3
E01000111,Barking and Dagenham,Criminal Damage,Other Criminal Damage,0,2010,2
E01000137,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,10
E01002544,Hillingdon,Burglary,Burglary in a Dwelling,1,2011,12
